problem,algorithm,d,B,seed,Nlike_used,wall_time_s,n_primal,n_grad_partials,n_dual_calls,Neff,eta_Nlike,W1_marginal_avg,SWD,dlogZ,QE_p025,QE_p160,QE_p500,QE_p840,QE_p975,KL_cube,mode_recovery,mmd_rbf,Rhat_max,terminated_by,notes
banana,is,2,5000.0,277,5000.0,0.0021364,5000,0,-1,170.82496783569857,0.034164993567139715,0.09227233154335147,0.0886915789125013,0.06739103907731625,0.12668619802752767,0.03575745722217158,0.08031801471581104,0.07890892690229279,0.20999066382319398,NaN,NaN,NaN,NaN,budget,
banana,is,2,5000.0,313,5000.0,0.0007495,5000,0,-1,154.62633952270195,0.03092526790454039,0.11231564272827113,0.11156701629155517,0.07525648230437287,0.05158447278959233,0.06766446586735828,0.06402535969879,0.03033438890246798,0.2467803255598856,NaN,NaN,NaN,NaN,budget,
banana,is,2,5000.0,359,5000.0,0.0005458,5000,0,-1,168.56653023935255,0.03371330604787051,0.12345593405624403,0.10988165101909306,0.12837094236784719,0.09012811860223702,0.15099426527105683,0.125015331698528,0.11125905065861008,0.3416436635167318,NaN,NaN,NaN,NaN,budget,
banana,is,2,5000.0,401,5000.0,0.0005068,5000,0,-1,160.3661874662647,0.03207323749325294,0.08609184175575917,0.08599447069618106,0.01871973154955331,0.09123295425860023,0.19667718153507022,0.0506040939011588,0.08096392052049628,0.04783198047038095,NaN,NaN,NaN,NaN,budget,
banana,is,2,5000.0,449,5000.0,0.0003426,5000,0,-1,154.69629430354908,0.030939258860709817,0.08055282722381799,0.08878236739993003,0.00027606504604005266,0.028319268758950966,0.07200170897600225,0.013010195178163014,0.14883550091460884,0.15186429132405233,NaN,NaN,NaN,NaN,budget,
banana,is,2,5000.0,491,5000.0,0.0004213,5000,0,-1,142.44470394846292,0.028488940789692583,0.12737464367577425,0.1176723840801096,0.17433693081952484,0.028663551373784624,0.1459113431598528,0.044485930469436635,0.11746164232238476,0.12213124376486595,NaN,NaN,NaN,NaN,budget,
banana,is,2,5000.0,541,5000.0,0.0015544,5000,0,-1,162.61735495535922,0.03252347099107184,0.0969560834351588,0.09255112165281766,0.03331399578208494,0.07743911860292252,0.12965083478674924,0.0560446623230931,0.04338766979576436,0.14174671116238835,NaN,NaN,NaN,NaN,budget,
banana,is,2,5000.0,587,5000.0,0.0016246,5000,0,-1,179.32636634074242,0.035865273268148486,0.11150097978775306,0.08161751552933316,0.15458245283421945,0.14257544013596657,0.03841923533567679,0.1005039150430592,0.09211517694478288,0.19525279844309373,NaN,NaN,NaN,NaN,budget,
banana,is,2,5000.0,631,5000.0,0.0005624,5000,0,-1,166.77490160355168,0.03335498032071034,0.09846536332063108,0.08990445509465356,0.014226828635317545,0.12991673362003653,0.11033758138349228,0.15159072279811223,0.12002059661372277,0.05795807232616845,NaN,NaN,NaN,NaN,budget,
banana,is,2,5000.0,677,5000.0,0.000483,5000,0,-1,149.83769035290803,0.029967538070581605,0.12602606352749673,0.1164259687516119,0.07333722212424743,0.046039736334953285,0.044828382484105006,0.09169926755741073,0.2728817894862564,0.13157052884720055,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,11,50000.0,0.0064899,50000,0,-1,1585.511446771088,0.03171022893542176,0.042993019486084416,0.03808512913033086,0.024847110767515446,0.015394224324069783,0.030375291871513138,0.0319670761515162,0.06200391230424851,0.07604133297797733,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,23,50000.0,0.0043884,50000,0,-1,1607.5330693899411,0.032150661387798825,0.02555874249072638,0.03229771087374908,0.047828272929417714,0.014948453147418994,0.03856703054805197,0.007718885838259886,0.014084566294107703,0.0353869995689674,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,41,50000.0,0.010223,50000,0,-1,1535.7075021070045,0.03071415004214009,0.031868919532958,0.04698736973374538,0.026861404800059496,0.04783886680424809,0.021423927332342968,0.017972320601378294,0.05828821702189868,0.09211407708860075,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,67,50000.0,0.0109044,50000,0,-1,1545.4544124786005,0.03090908824957201,0.046861170992999995,0.036183321796947214,0.009379149597940284,0.033321916982627875,0.038946920881697794,0.02069691108757596,0.01999416388541253,0.054336472467867325,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,97,50000.0,0.0043764,50000,0,-1,1525.27466821229,0.0305054933642458,0.04209242223313028,0.05623529693275588,0.03803797057824543,0.08007749017115173,0.06514667814832711,0.024655556498765524,0.03334841840911629,0.035823016060038015,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,113,50000.0,0.0042828,50000,0,-1,1567.630363231333,0.03135260726462666,0.04389878076312845,0.029433428547522372,0.023050337458786707,0.019897564867856432,0.01595331243651152,0.017115172050694655,0.020666813815558904,0.08354771304203401,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,137,50000.0,0.01093,50000,0,-1,1563.84324244019,0.0312768648488038,0.030316347112412143,0.030366285177952316,0.015231524315704625,0.03356609648690412,0.013342589559997536,0.008510178222808168,0.018434328752171214,0.08409512445320633,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,173,50000.0,0.0041191,50000,0,-1,1583.5526207899732,0.03167105241579946,0.05138596143561405,0.05439460627958392,0.007305389294321785,0.03468139279335947,0.05392867727728459,0.020441388557093182,0.05691787634762557,0.09456218133417116,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,211,50000.0,0.0049622,50000,0,-1,1612.365878535347,0.032247317570706945,0.0315539127661941,0.03465200739787868,0.015584828268600859,0.015270768731355022,0.042166991574264484,0.024641484849496992,0.011567754311856082,0.04772683391156296,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,239,50000.0,0.0128428,50000,0,-1,1577.3107757177984,0.03154621551435597,0.039731235109256045,0.03164309513368795,0.021036433686179024,0.0359715798981638,0.060239595700539356,0.00872115613758781,0.056920114900611885,0.056856425596739535,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,277,50000.0,0.0104736,50000,0,-1,1585.4290635489158,0.031708581270978316,0.05815452198532334,0.04750129899144108,0.027549847432486452,0.04613035813941979,0.033756520292132525,0.05049728164936043,0.020583148810581542,0.041180385413515874,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,313,50000.0,0.0082142,50000,0,-1,1558.4449480640128,0.031168898961280257,0.03816036684820988,0.039992595960310656,0.011679849706541567,0.022475770609246326,0.07886234855056404,0.02394585784293532,0.0033014140263772918,0.06399903796560424,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,359,50000.0,0.0049198,50000,0,-1,1564.9348528618166,0.031298697057236334,0.02633754985994722,0.035640897599131666,0.0037960959711798026,0.0307725054592064,0.0005492265037959909,0.008458800187468057,0.006750854344991564,0.03957111298072602,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,401,50000.0,0.0073035,50000,0,-1,1530.546342880359,0.03061092685760718,0.03955476858595169,0.03594383830867727,0.03219959675570827,0.056045267104695484,0.035323340069889714,0.030998897307393275,0.026302015219225816,0.0717769724179641,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,449,50000.0,0.0043193,50000,0,-1,1614.8106688341147,0.032296213376682294,0.03592002628133735,0.04335639472254642,0.043939848142756865,0.0288359983106804,0.004583276963811528,0.028263089487154364,0.029044478138419483,0.09952439635014876,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,491,50000.0,0.0104178,50000,0,-1,1573.8494071734892,0.03147698814346978,0.03032909389773905,0.044482900788980755,0.004078136801819454,0.033065448130077724,0.03597344288369922,0.029324807595145247,0.0236873837801862,0.03235511057432261,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,541,50000.0,0.0065974,50000,0,-1,1599.0031474746913,0.03198006294949383,0.03681907421766555,0.03097950829693154,0.02465046925032066,0.02253156004495238,0.04340552425207775,0.034359174710265034,0.029728032651620606,0.068754183245325,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,587,50000.0,0.0051228,50000,0,-1,1585.262807375681,0.03170525614751362,0.03989432867756312,0.03790505932249383,0.01402826673238522,0.029774628677787462,0.015875466979750813,0.03392960274339826,0.052079719853543094,0.04154832397647812,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,631,50000.0,0.0094017,50000,0,-1,1580.9152205391156,0.03161830441078231,0.03601344616864595,0.06902717068600413,0.013088909406032023,0.03750522317445182,0.059594230213079774,0.05285282019170787,0.05167081383818861,0.06726195781375999,NaN,NaN,NaN,NaN,budget,
banana,is,2,50000.0,677,50000.0,0.0073537,50000,0,-1,1526.9084710206107,0.030538169420412212,0.03905572331187339,0.03378253316895368,0.003000605733814332,0.05283014083949744,0.0438258007634634,0.019894205071107646,0.039125954417002284,0.026694664104778387,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,11,500000.0,0.0551988,500000,0,-1,15708.011486014027,0.03141602297202806,0.02447293254539643,0.022890635666934004,0.009042042947710272,0.013378754728808562,0.013179611913706729,0.01108869981731489,0.009263993802391624,0.020546742519167105,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,23,500000.0,0.0652774,500000,0,-1,15567.213327564308,0.031134426655128618,0.02052375731586467,0.020506635805051524,0.005912605238336255,0.03102696366158597,0.012233488944201815,0.010099433586347933,0.024329735423219367,0.016894592763008087,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,41,500000.0,0.0550369,500000,0,-1,15618.750485981223,0.031237500971962446,0.02280525268080994,0.038011841555485634,0.008539798640001095,0.01515783499047052,0.0028721372788490795,0.029613432782089028,0.017333972830335997,0.004123193822926141,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,67,500000.0,0.1669777,500000,0,-1,15638.858238749035,0.03127771647749807,0.014655834637011683,0.02751775871753435,0.005969595712215892,0.020667258484310724,0.01817249961748421,0.0058223219679188485,0.024350376369296822,0.016506280925430272,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,97,500000.0,0.0732388,500000,0,-1,15836.70176452292,0.031673403529045845,0.03126167683206623,0.03979727929986732,0.012909955061109812,0.013110483419804031,0.014886189566666902,0.016673284730786525,0.0171427765497304,0.018773957962010424,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,113,500000.0,0.0818794,500000,0,-1,15524.400182298255,0.03104880036459651,0.020993668851681458,0.022369296356538292,0.005133433617016792,0.03242005430085604,0.021507737642064123,0.0071332184758133585,0.021052944300864795,0.021017838662006016,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,137,500000.0,0.0843079,500000,0,-1,15606.63248606798,0.03121326497213596,0.02381202136014164,0.016693076382389524,0.00532367445494053,0.03231997307980661,0.020287727671824213,0.010043113288416589,0.023205253927075842,0.008547140528698427,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,173,500000.0,0.0689131,500000,0,-1,15542.880543728676,0.03108576108745735,0.028548162085557244,0.022202563097472948,0.004655002365952399,0.02132780335202844,0.017204475521054835,0.003148748978347631,0.025108908241286643,0.011387677138183672,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,211,500000.0,0.0743749,500000,0,-1,15760.682916528773,0.03152136583305754,0.02766146073996402,0.023606161656559824,0.0001397333815891244,0.0307971144693312,0.017653563390166965,0.018792100777918957,0.003819604105653407,0.03757615998769104,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,239,500000.0,0.0727401,500000,0,-1,15400.209271425738,0.030800418542851475,0.02150402341431999,0.03049335759350191,0.017392117548421737,0.009565252096765176,0.02678294975819004,0.0073966748549342,0.020014728031163886,0.09920329377952164,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,277,500000.0,0.0739321,500000,0,-1,15806.774740891615,0.03161354948178323,0.036529929009047314,0.024260481256986387,0.013124104269857995,0.03125741748657396,0.0005703823589825741,0.00492843414438346,0.017022100019720487,0.08852823073446248,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,313,500000.0,0.0742832,500000,0,-1,15533.881879389615,0.031067763758779232,0.038188894495518724,0.028849723666048523,0.0024847903185740705,0.01065465018379863,0.005203789649797702,0.007522365818107919,0.047096756989060906,0.10692825598103706,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,359,500000.0,0.1536133,500000,0,-1,15573.212091857235,0.03114642418371447,0.026841823269626947,0.032066243483122044,0.00012469312507690233,0.028299889121810362,0.008507531155405396,0.013744030581380157,0.009694287194040085,0.03394843183244578,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,401,500000.0,0.1302189,500000,0,-1,15552.444889906625,0.03110488977981325,0.02568145503319034,0.03477255386089784,0.000402867114669192,0.0430192167134128,0.010684808090617975,0.02862855461761185,0.035803334819634824,0.054154861977468216,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,449,500000.0,0.0908863,500000,0,-1,15807.116349176476,0.03161423269835295,0.02234270389216407,0.02913696692608002,0.01664752758605026,0.03919110102251511,0.014958861130862117,0.008441224826828492,0.02213680920029082,0.08697651161734699,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,491,500000.0,0.0998777,500000,0,-1,15817.089127900079,0.03163417825580016,0.022838494112227353,0.021901382400929127,0.007306012989788613,0.01335865209792264,0.006086815037790544,0.009529996552384873,0.010228047465186907,0.1398893226168153,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,541,500000.0,0.1226224,500000,0,-1,15599.479123392939,0.03119895824678588,0.024133265164745246,0.021895518098782877,0.000998530748889337,0.02085801624549599,0.008608145267487405,0.024825604197030143,0.05065090636465952,0.040980576257038215,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,587,500000.0,0.0847622,500000,0,-1,15831.266390008168,0.031662532780016336,0.02558659042253209,0.02663306142636801,0.020450733694913126,0.012065581718199492,0.015162413821869253,0.005824439491591309,0.038515545236314286,0.09548147045395738,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,631,500000.0,0.0615379,500000,0,-1,15559.448502886733,0.031118897005773465,0.024785946017605195,0.01664072260018882,0.010068301824393444,0.027061125183275636,0.002260497082685081,0.006813358147845867,0.007901864345470577,0.06433576610168978,NaN,NaN,NaN,NaN,budget,
banana,is,2,500000.0,677,500000.0,0.0495219,500000,0,-1,15577.410712281395,0.03115482142456279,0.01914466218290671,0.021787006301674898,0.0013636627013600133,0.011619489224110935,0.014643789728517126,0.015158114087410773,0.03500195483092139,0.012876552303331512,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,11,5000.0,0.0002433,5000,0,-1,1.531403535608181,0.0003062807071216362,0.7791632289902931,0.7797478882670262,1.0921550399815025,0.6775499059065385,0.676147129885565,0.521171815886101,1.1789527049857935,1.3359574920556576,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,23,5000.0,0.0002769,5000,0,-1,3.1191810648281315,0.0006238362129656263,0.9557643400293877,0.9277676907452722,0.5292523021307005,1.132539206897305,0.9426764265896359,0.8792462486440827,1.0585013573214446,1.202895373487475,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,41,5000.0,0.0003099,5000,0,-1,2.6194090150327214,0.0005238818030065443,0.8757457867067346,0.9683394101529585,1.4931185280313386,1.0100258687484058,1.1296013136866532,1.1718076509591777,0.6010406724087864,0.7990101667163465,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,67,5000.0,0.0029991,5000,0,-1,2.888410933661075,0.000577682186732215,0.9723455747888178,0.857749725454863,1.8545738944292012,0.9256510900158836,0.4310384966098515,0.9540250432158374,1.210262315155901,1.9320135817896928,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,97,5000.0,0.0004426,5000,0,-1,2.2919357460531975,0.0004583871492106395,0.6393040176068066,0.6822364429125973,1.3356369043937022,0.7093960875381388,0.4887046757930147,0.6327708198714159,0.8075562993285994,1.211315589528548,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,113,5000.0,0.0019299,5000,0,-1,3.5657618269737723,0.0007131523653947545,1.136937984661111,1.0663076815651902,3.505702809867202,0.5448729697288677,0.9472160732159229,0.9165198053505257,1.5141491047745834,1.239519592838012,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,137,5000.0,0.0011854,5000,0,-1,1.1800392538578763,0.00023600785077157528,1.0498700740446247,1.0558213636193876,0.8469273714648367,1.1076927465862125,1.5570917718797233,0.7229054703773229,0.9187066040807531,1.518533729157617,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,173,5000.0,0.0004948,5000,0,-1,3.065105849561012,0.0006130211699122024,0.8333981424168024,0.8385978776922698,0.05328168033873837,0.8794541699309469,1.1906459458016374,0.8271305849527479,0.5512139145623782,1.1303617619890869,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,211,5000.0,0.0006615,5000,0,-1,1.9321294806469103,0.00038642589612938205,1.1762358631548875,1.2135304303588308,1.4022644000185913,0.6216073292260702,1.052634306188083,1.5836625806541742,0.7370179754506377,0.9656285063032332,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,239,5000.0,0.0007719,5000,0,-1,1.7057327076344015,0.0003411465415268803,0.8384455657485257,0.9118716556989886,0.9538125213310078,1.1422432370904179,0.6411701922257119,0.6323194412496161,0.8773725738384182,1.3989240939023675,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,277,5000.0,0.0006346,5000,0,-1,1.966026058817976,0.0003932052117635952,1.1685370548085374,1.2345816697816752,0.5742842371971175,2.1014319646132362,1.2586854333386819,1.355000964886874,0.7699093273200451,1.1536867483262738,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,313,5000.0,0.0008794,5000,0,-1,1.44834864888289,0.00028966972977657803,0.7037870320084108,0.7198043696088177,1.5917309025505713,0.9956727816622946,0.7313380711466901,0.1977072744917932,0.9604741158742298,2.107770208934663,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,359,5000.0,0.0007191,5000,0,-1,2.9591181665510033,0.0005918236333102006,0.669650525602063,0.7722675812578078,0.013233775451475083,1.075350167297543,0.3781868703030108,0.4958645077774215,0.5174300995701577,0.5470224794688896,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,401,5000.0,0.0012464,5000,0,-1,2.2504854045672777,0.00045009708091345557,1.029014693187392,0.9378070471825211,0.8741350243357058,0.6183943637232149,0.6896960287546408,1.2045066736520578,1.2875464315590737,1.0009934787338932,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,449,5000.0,0.0006349,5000,0,-1,1.3347011250901308,0.00026694022501802615,1.098590459789904,1.104842979494759,0.21443632651516786,0.8497696646360771,0.905799518173122,0.8405260639164516,1.8172487539110391,0.9283857490919527,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,491,5000.0,0.0029162,5000,0,-1,1.2534284642589937,0.0002506856928517987,0.9931656274713927,0.9741684269353823,0.09516722328167582,1.1087231233572448,1.2859851825069586,0.8716417945980499,0.8759567842260498,1.5369158347949636,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,541,5000.0,0.0010148,5000,0,-1,2.610064851415176,0.0005220129702830352,0.9949959224737436,0.981055334177102,2.248915810311958,0.8504992932123121,1.0255045140283425,1.1349305739538642,1.0707791887923348,1.039847776418134,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,587,5000.0,0.0007506,5000,0,-1,1.097746625478962,0.00021954932509579242,1.0351850883396225,1.0560321439801919,0.45162615651690174,2.0706198241981277,1.5661777356337105,0.6972392700682934,0.6664587789427983,1.6997201511215358,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,631,5000.0,0.0010677,5000,0,-1,2.6899590089015986,0.0005379918017803197,0.7105929927530851,0.8036582989062314,1.2526583823568842,0.5364785605502117,0.8278651018096532,1.0096548217832935,0.6026110222585832,1.2695100511480055,NaN,NaN,NaN,NaN,budget,
banana,is,5,5000.0,677,5000.0,0.0008527,5000,0,-1,2.9184147259218918,0.0005836829451843783,0.7608455250117161,0.7188609167312697,0.653733887679147,0.7347789557501297,0.857262995924261,0.7483831699210659,0.4638672279374266,1.4909182852220513,NaN,NaN,NaN,NaN,budget,
banana,is,5,50000.0,11,50000.0,0.0025661,50000,0,-1,11.248586435480437,0.00022497172870960874,0.23692801493398377,0.2562194051839446,0.16806081475860424,0.3035988946954608,0.2364677798216494,0.28977564097092456,0.1266832707420813,0.09997164871225994,NaN,NaN,NaN,NaN,budget,
banana,is,5,50000.0,23,50000.0,0.0046304,50000,0,-1,8.34677737184541,0.00016693554743690822,0.3734411211737263,0.37264900107196897,0.3330329219047492,0.27497674810002615,0.40940926455851095,0.2919303866279004,0.4248975143866354,0.37013177557199295,NaN,NaN,NaN,NaN,budget,
banana,is,5,50000.0,41,50000.0,0.002338,50000,0,-1,7.668092325771052,0.00015336184651542104,0.4379657537214217,0.412356567323872,0.33829723636666564,0.44307195715303466,0.3959554088010894,0.40353195883257476,0.5091956362794573,0.26767122139617533,NaN,NaN,NaN,NaN,budget,
banana,is,5,50000.0,67,50000.0,0.0049796,50000,0,-1,5.596648108209299,0.00011193296216418598,0.3668218460591287,0.39592249280123665,0.32479493323893216,0.23891746357892701,0.28711439597757893,0.39452105458360376,0.7465361416097341,0.3322358681034673,NaN,NaN,NaN,NaN,budget,
banana,is,5,50000.0,97,50000.0,0.0027249,50000,0,-1,10.40517292518014,0.00020810345850360282,0.29123956724223643,0.3062814474420241,0.08010380815285778,0.23865800674999763,0.4364055178394383,0.34537910712305986,0.404305673244618,0.09380553698279082,NaN,NaN,NaN,NaN,budget,
banana,is,5,50000.0,113,50000.0,0.0098009,50000,0,-1,9.082008864921459,0.00018164017729842917,0.3094582948911815,0.3093217679321144,0.24018603917577508,0.33373358074926424,0.3905077364721543,0.3926106899057617,0.18286944883437392,0.48497634531562567,NaN,NaN,NaN,NaN,budget,
banana,is,5,50000.0,137,50000.0,0.0155198,50000,0,-1,8.232067026581042,0.00016464134053162084,0.3444871010648702,0.3402652048397589,0.07224905153267969,0.3691039524118121,0.36295454006095806,0.2909651300367368,0.15598807514382634,0.3221140806010284,NaN,NaN,NaN,NaN,budget,
banana,is,5,50000.0,173,50000.0,0.0121281,50000,0,-1,10.51602203822173,0.00021032044076443459,0.2797556153325228,0.31351095614100516,0.3959941418919115,0.3255739173416799,0.08932558553440963,0.3290983353108571,0.2446557412888713,0.4021936271066978,NaN,NaN,NaN,NaN,budget,
banana,is,5,50000.0,211,50000.0,0.0150994,50000,0,-1,13.953237542546935,0.0002790647508509387,0.299982267256513,0.3122463760486942,0.07043820599591655,0.2277020107991604,0.26740317608097613,0.3313051799226186,0.17317062813507816,0.5282805370456632,NaN,NaN,NaN,NaN,budget,
banana,is,5,50000.0,239,50000.0,0.0301246,50000,0,-1,13.994054527743888,0.0002798810905548778,0.2985405155350679,0.2933110822565861,0.04269103794949736,0.18078846352341665,0.30201024346416794,0.3375955983555721,0.2961523112128279,0.37051907086414665,NaN,NaN,NaN,NaN,budget,
banana,is,5,50000.0,277,50000.0,0.0174972,50000,0,-1,15.360028178715645,0.0003072005635743129,0.3923382605138518,0.423024656313019,0.4810598890716484,0.23559340361476805,0.4301491050181724,0.24807482635367584,0.4577718567300697,0.6909556724033713,NaN,NaN,NaN,NaN,budget,
banana,is,5,50000.0,313,50000.0,0.0140794,50000,0,-1,7.055915324246464,0.00014111830648492929,0.35655108538861907,0.3649205518727319,0.5588757196370402,0.18809286908215078,0.367220394322758,0.24822796848248604,0.7338007286938891,0.4578083588757771,NaN,NaN,NaN,NaN,budget,
banana,is,5,50000.0,359,50000.0,0.0300037,50000,0,-1,7.194029728335869,0.00014388059456671738,0.4016129375883876,0.3739955196486146,0.023616230522410575,0.3269090126340179,0.38251947489949956,0.5292840182383554,0.5797083919095123,0.3652719487181291,NaN,NaN,NaN,NaN,budget,
banana,is,5,50000.0,401,50000.0,0.0122367,50000,0,-1,13.627003337646551,0.000272540066752931,0.44732744531551794,0.485209114335976,0.10032878597072425,0.29526591575475,0.450784481795565,0.4796451330663265,0.5456500348141713,0.2664354517846371,NaN,NaN,NaN,NaN,budget,
banana,is,5,50000.0,449,50000.0,0.0120437,50000,0,-1,5.562336409527123,0.00011124672819054245,0.36399664099303497,0.3408464681729981,0.1451788008611743,0.2528996089039842,0.5823820621372505,0.2554121040543017,0.5620914797864239,0.42503830404995957,NaN,NaN,NaN,NaN,budget,
banana,is,5,50000.0,491,50000.0,0.0115888,50000,0,-1,6.382763543912351,0.00012765527087824703,0.3626714311377849,0.37928806643767843,0.12541539697427773,0.10038191182190999,0.13783679391302867,0.3686962662616767,0.4547166207280977,0.21428384184423255,NaN,NaN,NaN,NaN,budget,
